ID,TOPIC,LIKES,STARTED,HOWMANYMONTHSOLD,CATEGORY,PROARGUER,CONARGUER
9397,The new era of Rap Battle: Video Rap Battle,5,9/2/2009,137.66666666666666,Entertainment,Charlie_Danger,snelld7
9398,An Afterlife is Impossible,5,9/2/2009,137.63333333333333,Religion,atheistman,Alex
9402,The Concept of Original Sin is Unfair,0,9/3/2009,137.66666666666666,Religion,FlavourWave,Cody_Franklin
9404,long Debate,0,9/3/2009,137.66666666666666,Entertainment,Cody_Franklin,Annbella
9410,"On Balance, Non-Cognitivism is the Proper Moral Model",0,9/6/2009,137.66666666666666,Miscellaneous,Anonymous,Harbalalism
9416,Is It Moral To Build Gods?,2,9/4/2009,137.6,Technology,Forrest,mongeese
9419,students of public high-schools ought not be required to pass standardized exit exams,0,9/4/2009,137.86666666666667,Education,Yoguy-107,Metz
9420,Should the Philippines be governed with an iron fist?,1,9/5/2009,137.83333333333334,Politics,xoxo,Cody_Franklin
9421,Sexuality is a Choice,-6,9/5/2009,137.5,Miscellaneous,DATCMOTO,Cerebral_Narcissist
9424,The Bible Does Not Condemn Drinking Wine,1,9/5/2009,137.83333333333334,Religion,DoctrinallyCorrect,Xer
9426,I can take the highest scores by using my homework.,-8,9/7/2009,137.53333333333333,Education,acetraveler,Cody_Franklin
9429,Logic Game: My opponent will not win this debate.,0,9/5/2009,137.53333333333333,Miscellaneous,Freeman,Kleptin
9431,people who believe in god should move to alaska,0,9/5/2009,137.8,Society,Harbalalism,patsox834
9435,Gay Marriage,0,9/6/2009,137.5,Politics,Ashley17,studentathletechristian8
9436,Should America continue to give aide to Africa?,-2,9/6/2009,137.56666666666666,Politics,Ashley17,Harbalalism
9439,I am a noob.,0,9/6/2009,137.8,Miscellaneous,ReganFan,studentathletechristian8
9441,Should scientist be allowed to clone humans?,-3,9/6/2009,137.7,Politics,Ashley17,studentathletechristian8
9442,"On Balance, Non-Cognitivism is the Proper Moral Model.",-2,9/7/2009,137.5,Miscellaneous,Anonymous,intelectualmastermind
9443,I have never been to 4chan,-2,9/6/2009,137.56666666666666,Religion,radioactivepotatoman,James.ticknor
9449,Gay couples should be allowed to adopt children.,11,9/8/2009,137.43333333333334,Society,Danielle,philosphical
9450,LM Classic: Sherlockmethod vs. Puck,0,9/8/2009,137.7,Entertainment,sherlockmethod,Puck
9451,Cloning human is unethical and unjust.,0,9/8/2009,137.63333333333333,Science,DebateSpirit,Kleptin
9454,LM Classic: Logical-Master vs Mongoose,5,9/9/2009,137.4,Entertainment,Logical-Master,mongoose
9455,LM Classic round III Ultimate Team War Feverish v Kefka,2,9/9/2009,137.6,Arts,feverish,Kefka
9456,LM Classic: mongeese vs. Yraelz,4,9/9/2009,137.43333333333334,Entertainment,mongeese,Yraelz
9457,Resolved: Public high school students in the United States ought not be required to pass standardize,-2,9/14/2009,137.36666666666667,Miscellaneous,TheCategorical,SWfiend
9459,Students and Laptops in High School,0,9/10/2009,137.43333333333334,Education,pogib14,Logical-Master
9462,"The Office is by far, the best primetime television show on TV ever made",2,9/10/2009,137.53333333333333,Entertainment,michaelscott14,dan1
9463,"On Balance, Non-Cognitivism is the Proper Moral Model",1,9/10/2009,137.53333333333333,Miscellaneous,Anonymous,Ragnar_Rahl
9468,God unjust because He let non-believers go to hell afterlife?,0,9/11/2009,137.6,Religion,Danielle,DebateSpirit
9469,Quote Debate,-2,9/11/2009,137.46666666666667,Miscellaneous,studentathletechristian8,SWfiend
9475,Free will exists.,7,9/18/2009,137.1,Science,TheSkeptic,MTGandP
9476,Promote Foreign Language in Elementary School,2,9/12/2009,137.46666666666667,Education,SWfiend,xxLUNCHRUMORSxx
9483,The following users will probably go to hell because Christian theism is true.,0,9/13/2009,137.26666666666668,Religion,Anonymous,Freeman
9485,The Christian God is Omniscient and Omnibenevolent II,1,9/13/2009,137.43333333333334,Religion,Terraforcer,ToastOfDestiny
9487,Serious relationships are better than just dating,2,9/17/2009,137.26666666666668,Miscellaneous,Realist,philosphical
9490,Driving on public roads is a right not a privilege.,2,9/14/2009,137.26666666666668,Society,HghDnsty,LB628
9491,Fundamental theory of existence.,0,9/14/2009,137.36666666666667,Science,way12go,RoyLatham
9492,No God(s).,0,9/14/2009,137.3,Religion,way12go,Vi_Veri
9498,Public high school students ought not be required to pass standardized exit exams to graduate,0,9/19/2009,137.33333333333334,Education,Garrett1,Charlie_Danger
9499,Video Rap Battle: My Ex Is Worse Than Yours,12,9/15/2009,137.16666666666666,Entertainment,Vi_Veri,Danielle
9501,Prostitution should be legalized in the United States.,17,9/17/2009,137.13333333333333,Politics,Freeman,James.ticknor
9502,The God of Christianity is probably real.,7,9/16/2009,137.13333333333333,Religion,mongeese,Freeman
9507,smoking should be illegal around children,-8,9/17/2009,137.16666666666666,Health,radioactivepotatoman,greatstuff479
9508,Objectivism fails to describe an adequate meta-ethical answer for the is-ought problem.,9,9/30/2009,136.7,Miscellaneous,TheSkeptic,Danielle
9509,The God in question does indeed exsist,2,9/17/2009,137.16666666666666,Religion,Cujosrevenge,feverish
9512,Education is perception of skills,1,9/18/2009,137.36666666666667,Education,silntwaves,karan
9514,The religious indoctrination of minors is a form of child abuse,8,9/18/2009,137.1,Religion,brian_eggleston,KRFournier
9521,What does God have to do with government?,0,9/20/2009,137.1,Politics,renreh,Danielle
9535,"Resolved: When in conflict, the United Nations should prioritize global poverty reduction over envir",4,9/22/2009,137.0,Politics,Nails,Justinisthecrazy
9537,You are not funny,-6,9/23/2009,137.06666666666666,Religion,failedspecies,Alk09
9539,Haiku Battle,0,9/23/2009,137.0,Miscellaneous,radioactivepotatoman,cchsleggomymeggo29
9541,should there be a cap on soda companies,0,9/23/2009,137.06666666666666,Health,book-addict,studentathletechristian8
9545,Rasen-shuriken beats Chidori,1,9/24/2009,137.03333333333333,Miscellaneous,dninja13,Logical-Master
9546,There are no such things as needs,1,9/24/2009,136.9,Miscellaneous,bpcraig,Kleptin
9547,"TOC Round 2: Murder is, in general, just.",17,9/28/2009,136.76666666666668,Society,wjmelements,mongeese
9548,Public High School Students ought not be Required to Pass Exit Exams to Graduate,0,9/24/2009,136.93333333333334,Education,Nails,Charlie_Danger
9549,Haiku Debate (Theme: DDO),-1,9/24/2009,137.03333333333333,Arts,Charlie_Danger,studentathletechristian8
9550,Three Philosophical Topics - 1A,2,9/24/2009,136.93333333333334,Miscellaneous,TheSkeptic,Vi_Veri
9554,A Bill to lift the Cuban Embargo,-2,9/25/2009,137.0,Politics,Ashley17,studentathletechristian8
9557,Womens rights and equal judgements,0,9/26/2009,137.1,Society,Meganrihanne1992x,Cerebral_Narcissist
9558,walrus need tusk protectors,0,4/21/2010,130.2,Religion,Moistcabbage,XStrikeX
9561,Abortion is not murder.,2,9/27/2009,136.93333333333334,Society,Danielle,Birdizzle89
9562,Public Forum topic for September '09,0,9/27/2009,136.93333333333334,Society,EmyG,Danielle
9563,My opponent logged in to DDOChat as JickityJackityJoe,3,9/27/2009,136.83333333333334,Miscellaneous,Logical-Master,BrandonClark
9564,Should athletes get paid millions a year?,2,9/27/2009,136.83333333333334,Sports,tmhustler,World_through_my_eyes
9566,God is not real.,7,9/28/2009,136.73333333333332,Religion,Freeman,Clockwork
9570,Tim Duncan is better then Kevin Garnett,0,9/29/2009,137.0,Sports,michael21,sllewuy
9571,Old people & Racism,0,9/29/2009,136.93333333333334,Society,Logical-Master,Meganrihanne1992x
9572,Democrats are violators of the law,-5,9/29/2009,136.86666666666667,Politics,Lepricon,Lexicaholic
9573,Killing puppies is justifiable,0,9/29/2009,136.93333333333334,Health,Lepricon,TheSkeptic
9574,Omnipotency is possible,0,9/29/2009,136.76666666666668,Science,ToastOfDestiny,BrandonClark
9575,Should the U.N. care more about homeless people or the environment?,2,9/29/2009,136.93333333333334,Politics,andre,TheOutspokenOne
9580,student ought not be required to take standerdized exit exams to graduate,0,10/3/2009,136.66666666666666,Education,Danielle,Rhino28
9582,Blind obedience is a threat to morality,3,9/30/2009,136.73333333333332,Society,SaintHavoc,LB628
9583,Polygamy and/or Incest is morally permissible.,1,9/30/2009,136.73333333333332,Society,TheSkeptic,tmhustler
9588,End is more important then means,0,10/2/2009,136.76666666666668,Miscellaneous,dodo,Danielle
9590,Debate should be a required subject in High School,5,10/2/2009,136.7,Education,tolaughoften,dogparktom
9592,Barack Obama was recently pwnt by Rio de Janeiro,0,10/2/2009,136.9,Politics,radioactivepotatoman,Ragnar_Rahl
9594,Nevada May Be Legalizing Gay Marriage,1,10/3/2009,136.86666666666667,Society,TheOutspokenOne,I-am-a-panda
9597,Living Organ Donors Should Be Allowed to be Compensated,3,10/3/2009,136.66666666666666,Health,PervRat,Realist
9606,Lowering Teenage Suicide rates,1,10/4/2009,136.6,Health,Pmanningboy1,Bexxx
9616,""" If it looks like a duck, quacks like a duck and walks like a duck, it's a duck""",5,10/5/2009,136.56666666666666,Society,sadolite,Logical-Master
9618,It's time to re-introduce unemployed single mothers to the workhouse,3,10/9/2009,136.46666666666667,Politics,brian_eggleston,I-am-a-panda
9620,Everything Stated In the Bible Should Be Taken Literally,0,10/6/2009,136.7,Religion,Alk09,rawrxqueen
9623,"Education's main purpose is life knowledge, not the programming of a mind to work a specific job.",2,10/6/2009,136.7,Education,Kefka,tmhustler
9624,Fame shouldnt be so accesible.,0,10/7/2009,136.5,Entertainment,Meganrihanne1992x,Danielle
9626,Derren brown is an amazing person.,1,10/7/2009,136.66666666666666,Science,Meganrihanne1992x,rawrxqueen
9627,Stop Teaching Only Abstinence!,0,10/7/2009,136.46666666666667,Health,TheHolyTaco,rawrxqueen
9630,"People do not have the right to an absolute ""freedom of belief""",1,10/8/2009,136.5,Miscellaneous,Eris,inspyre
9636,Child beauty pageants are a fun way for kids to build self confidece and meet friends,0,10/8/2009,136.46666666666667,Entertainment,pageantgrl,Danielle
9637,This healthcare proposal is better than any healthcare proposal my opponent can come up with.,1,10/8/2009,136.7,Politics,Republican95,wjmelements
9639,students of public high schools ought not be required to pass standardized exit exams to graduate,2,10/8/2009,136.46666666666667,Education,Danielle,Yoguy-107
9640,Michael Moore Hates This Country,0,10/8/2009,136.43333333333334,Politics,ReganFan,Danielle
9643,"Resolved: In a fight without prior preparation, Batman would defeat Spider-Man.",1,10/9/2009,136.53333333333333,Entertainment,CHEIF_BEAST,Logical-Master
9644,Moral Relativism is an erroneous ethical theory.,2,10/9/2009,136.53333333333333,Miscellaneous,TheSkeptic,tkubok
9645,Resolved: The Social Contract Theory ought to be valued over Justice,0,10/9/2009,136.46666666666667,Miscellaneous,Bobcat,Vi_Veri
9646,beauty is skin deep,1,10/9/2009,136.66666666666666,Society,Meganrihanne1992x,Freeman
9647,slang debate,1,10/9/2009,136.43333333333334,Society,Meganrihanne1992x,Danielle
9649,Evolution is a scientific fact.,5,10/9/2009,136.4,Science,TheSkeptic,drewMurrdotCom
9650,It morally acceptable to experiment on animals for human purposes,2,10/12/2009,136.36666666666667,Science,mchahine,Freeman
9652,Writers debate,5,10/9/2009,136.43333333333334,Arts,philosphical,Vi_Veri
9656,Smoking should be permanently banned worldwide.,5,10/10/2009,136.4,Health,mchahine,RoyLatham
9658,Public health concerns justify compulsory immunizations,0,10/10/2009,136.43333333333334,Society,twsurber,Flyinglow
9662,psychic ability does exsist but its not how its percepted,1,10/11/2009,136.36666666666667,Society,Megzayboo,Freeman
9664,The continued prohibition of marijuana is far more harmful than the drug itself.,0,10/11/2009,136.4,Society,Willdavisfilms,tkubok
9668,Animal rights is an unjustified ethical doctrine.,11,1/10/2010,133.3,Society,TheSkeptic,Lexicaholic
9669,Pick your own debate - 1F,2,10/12/2009,136.33333333333334,Miscellaneous,TheSkeptic,mongeese
9673,"Religion is, in general, beneficial for society",4,10/12/2009,136.3,Religion,Danielle,rulshok
9675,Obama's decision to not appear on Fox News was the beneficial decision to his presidency.,5,10/13/2009,136.26666666666668,News,Vi_Veri,Danielle
9676,"Lyoto Machida has an advantage over Mauricio ""Shogun"" Rua",0,10/13/2009,136.4,Sports,philosphical,CHEIF_BEAST
9679,"The Bible contains errors and contradictions, and it can therefore not be the word of God",8,10/13/2009,136.33333333333334,Religion,Mirza,Danielle
9681,Lyoto Machida has an advantage over Mauricio shogun.,2,10/13/2009,136.4,Sports,philosphical,comoncents
9684,Public high school students in u.s. ought not be rquired to pass standardized exit exam to graduate.,0,10/13/2009,136.3,Education,Danielle,JonYoo794
9685,Students going barefoot to school as a school rule would a good idea.,5,10/13/2009,136.26666666666668,Education,Kleptin,Kohaku
9687,pre-pay pumps after dark,4,10/13/2009,136.3,News,Cody_Franklin,Bray
9689,Sex ed in schools?!?,-3,10/18/2009,136.1,Education,kt11223,Ragnar_Rahl
9691,"FDR's ""New Deal"" didn't fix the great depression.",-1,10/14/2009,136.26666666666668,Politics,djussila,ReganFan
9692,Obama deserved the Nobel Peace Prize,2,10/14/2009,136.36666666666667,Politics,Rob1Billion,kkdub
9693,Should abortion obtain funding from the goverment? should it be legal at all?,0,10/14/2009,136.43333333333334,Politics,rulshok,Tim_the_debator
9694,Young Earth Creationism,2,10/14/2009,136.23333333333332,Science,Kleptin,Barcs
9696,"Abortion is wrong, even in medical reasons",0,10/14/2009,136.5,Religion,Da_King,Republican95
9697,Homosexuals can get married,-2,10/14/2009,136.26666666666668,Society,Aubie,studentathletechristian8
9698,Junk foods should be banned at schools whatsoever.,3,10/15/2009,136.26666666666668,Education,orsan,TheSkeptic
9701,"Resolved: While debating, my opponent cannot lose The Game.",21,10/15/2009,136.23333333333332,Science,Logical-Master,draxxt
9702,"""no planes on 9/11"" thoery",8,10/15/2009,136.2,Politics,TOMlive,Eris
9704,writer's debate,3,10/15/2009,136.33333333333334,Miscellaneous,philosphical,GhostWriter
9707,Harry Potter is better than Twilight,4,10/15/2009,136.23333333333332,Entertainment,InsertNameHere,ReganFan
9709,Jodie Marsh is a Real American Hero,0,10/16/2009,136.23333333333332,Arts,Danielle,drewMurrdotCom
9710,Rush Limbaugh was slandered by racist charges.,2,10/16/2009,136.16666666666666,Politics,RoyLatham,Danielle
9711,Enterprising young Americans should prepare to leave.,0,10/16/2009,136.23333333333332,Society,RoyLatham,RennAmethyst
9713,Politicians FAIL!!!,1,10/16/2009,136.23333333333332,Society,Alk09,Danielle
9714,studentathletechristian8 = fail,0,10/24/2009,135.96666666666667,Education,ReganFan,mongeese
9716,"Resolved: In a fight without prior preparation, Batman would defeat Spider-Man.",5,10/16/2009,136.23333333333332,Entertainment,rawrxqueen,Logical-Master
9717,All knowledge is founded on faith - 2,11,11/4/2009,135.53333333333333,Miscellaneous,KRFournier,Vi_Veri
9718,Safe Haven Laws in the US should be for teens also,0,10/16/2009,136.23333333333332,Society,ilovedebate,kkdub
9719,Anarchism has failed to supply an adequate reason for abolishing the state.,6,1/10/2010,133.36666666666667,Politics,TheSkeptic,E-Pro
9722,Gay marriage should be legal in the United States.,10,10/17/2009,136.1,Politics,Freeman,mongeese
9735,Axis Showdown: Germany would have annihilated Japan.,2,10/19/2009,136.1,Miscellaneous,1stLordofTheVenerability,tmhustler
9736,Modified Extemporaneous; Can there be true lasting peace in Israel?,0,10/19/2009,136.13333333333333,Religion,Danielle,twsurber
9737,Be It Resolved That The Goverment Should Nationalize the Internet.,7,10/19/2009,136.06666666666666,Society,MistahKurtz,Danielle
9738,public nudity a misdemeanor.,-1,10/19/2009,136.13333333333333,Society,stephaniemiranda,Danielle
9739,One could logically follow a majority of these guidelines,2,10/19/2009,136.2,Health,Nails,ToastOfDestiny
9741,should smoking and alcohol be illegal,0,10/19/2009,136.13333333333333,Society,cjbulldogs2013,Danielle
9742,should you have to be 16 to get your license,3,10/19/2009,136.13333333333333,Society,Freeman,cjbulldogs2013
9744,Marriage should be abolished as a legal institution,3,10/19/2009,136.1,Religion,Eris,1stLordofTheVenerability
9747,Switching to a popular vote based Presidential Election system,-1,10/19/2009,136.33333333333334,Politics,Chrysippus,Republican95
9748,A ban on sex between men should be introduced in order to help prevent the spread of AIDS,-1,10/20/2009,136.06666666666666,Health,brian_eggleston,draxxt
9749,Resolved: All but the nihilist shares an operative form of faith.,0,10/20/2009,136.16666666666666,Religion,Haezed,RoyLatham
9750,should you be able to drink at any age,2,10/20/2009,136.3,Society,studentathletechristian8,cjbulldogs2013
9751,Theism,-1,10/20/2009,136.1,Religion,KRFournier,saxmastadrew
9758,should you have to pass high school to get into a good job,0,10/21/2009,136.03333333333333,Society,cjbulldogs2013,wonderwoman
9765,family guy vs. the simpsons,0,10/21/2009,136.13333333333333,Entertainment,abortionisillegal123,Danielle
9766,Medical weed,-1,10/21/2009,136.06666666666666,Health,Stevos_go_cart,A_Fellow_Debater
9770,God is real,-10,10/21/2009,136.03333333333333,Religion,Stevos_go_cart,atheistman
9771,Modified LD - Resolved:Public health concerns justify compulsory immunization.,5,10/21/2009,136.03333333333333,Science,alto2osu,twsurber
9775,Kobe is way better than lebron. no doubt bout that.,-5,10/21/2009,136.13333333333333,Sports,HoustonRocketsGirl,Danielle
9777,pornagraphy is good,3,10/21/2009,136.03333333333333,Miscellaneous,wonderwoman,Stevos_go_cart
9779,family guy vs the simpsons [continued],-5,10/21/2009,136.2,Entertainment,abortionisillegal123,HoustonRocketsGirl
9787,Should we get rid of SCHOOL UNIFORM?,0,10/21/2009,136.03333333333333,Education,Logical-Master,MONstermind
9788,All Felonies should be treated equally,1,10/21/2009,136.06666666666666,Society,simbaguy2,Danielle
9789,Family Guy VS. Simpsons,1,11/7/2009,135.46666666666667,Entertainment,misuraco101,leet4A1
9790,Evolution Shouldn't Be Taught In School.,-4,10/22/2009,135.96666666666667,Education,brady1248,crackofdawn_Jr
9791,Jacob vs. Edward? Twilight,0,10/22/2009,136.03333333333333,Entertainment,Danielle,abortionisillegal123
9794,Public Health Concerns Justify Compulsory Immunization,2,10/22/2009,135.96666666666667,Health,twsurber,Metz
9796,Ultimate Team War - Ender's Game,4,10/22/2009,136.0,Entertainment,mongeese,tkubok
9799,pokemon are more cute than carebears,0,10/23/2009,136.1,Entertainment,Justinisthecrazy,wonderwoman
9800,Three Philosophical Topics - 1B,3,10/23/2009,136.1,Miscellaneous,TheSkeptic,Mirza
9801,Abortions are morally wrong.,4,10/23/2009,135.93333333333334,Politics,mongeese,Freeman
9802,michael vick should be left alone for what he did.,1,10/23/2009,135.96666666666667,Sports,HoustonRocketsGirl,Danielle
9806,"Under normal circumstances, at one spontaneous moment, hitting a baseball is the hardest thing to do",2,10/23/2009,135.96666666666667,Sports,Flyinglow,mongeese
9807,Steve Young is a Better Quarterback than Joe Montana,0,10/23/2009,136.06666666666666,Sports,GI_Joe,Da_King
9808,Stable nations are a greater threat to the U.S that stable nations,0,10/23/2009,135.96666666666667,News,asiandebater,mongeese
9812,Supreme Court's rulings for unconstitutional actions in schools has offset the balance of power,2,10/24/2009,135.9,Politics,draxxt,mongeese
9816,Failed nations are a greater threat to the U.S than stable nations,2,10/24/2009,135.9,News,asiandebater,oceanix
9818,PRO should have won this debate.,4,11/3/2009,135.56666666666666,Miscellaneous,mongeese,Logical-Master
9820,ReganFan is a failure on this website.,1,10/24/2009,135.9,Miscellaneous,studentathletechristian8,ReganFan
9824,Resolved: Public high school students in the United States ought be required to pass standardize,0,10/25/2009,135.9,Miscellaneous,Nails,TheCategorical
9825,You are not my god,0,10/25/2009,136.03333333333333,Religion,Flyinglow,ReganFan
9828,Resolved: Public health concerns justify compulsory immunization.,0,10/25/2009,136.13333333333333,Health,alto2osu,LuxEtVeritas
9830,I will not contradict myself.,0,10/25/2009,136.0,Miscellaneous,williamblah,studentathletechristian8
9831,Failed nations are a greater threat to the U.S. than stable nations,4,10/25/2009,135.86666666666667,Politics,twsurber,wonderwoman
9833,The Redskins ought to lose games and play for a 1st round draft pick.,0,10/25/2009,136.06666666666666,Sports,twsurber,Nails
9837,Resolved: Baptism is not a requirement for Salvation.,2,10/26/2009,135.86666666666667,Religion,twsurber,Eros
9839,The BNP (as constituted) should NOT be allowed to exist as a political party.,2,10/26/2009,136.03333333333333,Politics,feverish,Volkov
9846,Queen Elizabeth II could out-debate anybody on this site.,3,10/27/2009,135.86666666666667,Politics,1stLordofTheVenerability,tmhustler
9847,The death penalty should be illegal in the united states.,0,10/27/2009,136.0,Miscellaneous,silntwaves,Danielle
9848,failed nations are a greater threat to the united states than stable nations,1,10/27/2009,135.83333333333334,Politics,ehspfer,Danielle
9849,High school students in the US ought to be required to pass standardized exit exams to graduate,0,10/27/2009,135.86666666666667,Education,juliejaye,saleibow
9850,"There is no Reason to be ""Good""",3,10/27/2009,135.83333333333334,Society,Conor,Ragnar_Rahl
9854,Eminem is a better rapper than Lil Wayne,1,10/27/2009,135.83333333333334,Miscellaneous,4chanforthewin,leet4A1
9858,All people should become vegetarian,2,10/28/2009,135.9,Society,alisha_loves_harry_potter,Puck
9860,Annabella,-3,10/28/2009,135.8,Entertainment,Annbella,Xer
9861,FNC (Fox News) showed Obama's address to Congress about his supposed health care plan,1,10/28/2009,135.8,News,mongoose,ReganFan
9862,stem cell reserch should not be elegal,1,10/28/2009,135.8,Health,datboygrant,mongeese
9863,Resolved: Public health concerns justify compulsory immunization.,0,10/28/2009,135.9,Health,ramkrupa,wonderwoman
9865,sandy is cooler than spongebob,3,10/28/2009,135.83333333333334,Entertainment,datboygrant,wjmelements
9868,Debate me about anything,0,10/28/2009,135.8,Miscellaneous,Saturn09,TheSkeptic
9871,People These Days,-4,10/29/2009,135.76666666666668,News,Danielle,Annbella
9872,Public High School Students and Exit Exams,0,10/29/2009,135.93333333333334,Education,Its-you-or-me,ToastOfDestiny
9873,"State of Massachusetts is the Nitro Circus theme song, not Shipping Up to Boston",1,11/5/2009,135.53333333333333,Entertainment,dninja13,Registered_Trademark
9874,Legend of the Seeker stays true to The Sword of Truth books.,2,10/29/2009,135.8,Entertainment,Seekeroftruth469,Ragnar_Rahl
9875,That Stem Cell Research should be legal.,2,10/29/2009,135.8,Health,Danielle,questionmark
9876,"If a deceased person's wealth can be inherited, then so should their debts.",4,10/29/2009,135.73333333333332,Politics,brian_eggleston,Danielle
9879,Public health concerns justify compulsory immunization.,1,10/29/2009,135.76666666666668,Health,Nails,noob12345
9884,should i delete my profile on here?,-2,10/30/2009,135.73333333333332,Miscellaneous,asiandebater,ReganFan
9886,Fox News...... unfair and biased,2,10/30/2009,135.7,Politics,ReganFan,Relicsjoe
9887,Public high school students in the US ought not be required to pass standardized test exams to gradu,0,10/30/2009,135.96666666666667,Education,Volk23,Nails
9888,Income inequality does not equal economic inequality,-1,11/3/2009,135.6,Society,mrboyertown,twsurber
9889,Buying AntiVirus Programs,-3,10/31/2009,135.93333333333334,Technology,Danielle,iluvkitty4ever
9890,should there be welfare,3,10/31/2009,135.66666666666666,Miscellaneous,audrina1000,Danielle
9891,was Alexander the great was the most influential person throughout history,0,10/31/2009,135.8,Education,audrina1000,iluvkitty4ever
9892,Extraterrestrial Life Must Exist in an Infinite Universe,2,11/3/2009,135.7,Science,Alexby1,rougeagent21
9893,I will lose my first debate on this site.,-4,10/31/2009,135.73333333333332,Miscellaneous,logicalmaster17,studentathletechristian8
9895,Women should not be able to vote.,-10,10/31/2009,135.63333333333333,Society,Sexy_Back,studentathletechristian8
9896,The Following Arguments for the Existence of God are Valid - 1K,13,10/31/2009,135.66666666666666,Religion,KRFournier,TheSkeptic
9897,Pick your own debate - 1G,2,10/31/2009,135.7,Miscellaneous,TheSkeptic,Vi_Veri
9898,Character max,0,11/2/2009,135.6,Entertainment,InquireTruth,philosphical
9899,Uniforms In Schools K-12,0,11/1/2009,135.76666666666668,Education,ashwhe87,Danielle
9901,GodSands is wrong when he tells others whether they're Christians or not,2,11/10/2009,135.4,Religion,Mirza,mongoose
9903,South Park is better than Family guy,4,11/1/2009,135.6,Entertainment,brettg951,Freeman
9907,"If Alex Mercer of [Prototype] were to fight Cole MacGrath of inFamous, Alex Mercer would win.",3,11/9/2009,135.43333333333334,Entertainment,GeorgeCarlinWorshipper,Lucky120
9909,"Palestine Should be Free, the Israeli Foundation and Occupation are Unjust",5,11/2/2009,135.63333333333333,Politics,mcc1789,twsurber
9910,WTC 7 was a controlled demolition,7,11/2/2009,135.6,Miscellaneous,TOMlive,RoyLatham
9911,Capital Punishment in the United States is Flawed and Should End,7,12/30/2009,133.7,Politics,mcc1789,Sky_ace25
9912,The Denver Broncos will win the Super Bowl this year,3,11/4/2009,135.56666666666666,Sports,TigerFB21,Danielle
9913,Fakes,1,11/2/2009,135.63333333333333,Education,I-am-a-panda,Annbella
9914,Legos are better than Megablox,4,11/2/2009,135.63333333333333,Entertainment,mcol,Freeman
9915,space exploration is waste of money and time...,4,11/2/2009,135.6,Science,ArmedTortoise,fouru
9916,abortion..,1,11/2/2009,135.6,Health,I-am-a-panda,tbstate
9917,Marriage should be legal in the United States.,5,11/25/2009,134.83333333333334,Politics,Freeman,mongeese
9918,Resovled: Liberlism should not be allowed in the U.S,2,11/2/2009,135.6,Politics,gransta,wonderwoman
9920,One's poverty is the fault of the individual,0,11/3/2009,135.6,Society,Kleptin,1-2-3
9921,"""For general purpose, the term ""Morality"" should refer to ""The code which dictates how a goal (a val",2,11/3/2009,135.83333333333334,Miscellaneous,Ragnar_Rahl,TheSkeptic
9922,pc is better than mac,5,11/3/2009,135.83333333333334,Technology,fouru,Freeman
9924,Birdman is clearly inferior to Rob1billion,3,11/4/2009,135.56666666666666,Society,Rob1Billion,birdman3377
9925,should abortion be allowed in the US?,-4,11/3/2009,135.6,Entertainment,UltraGuru27,freeza177
9926,"Debate should be considered a recreational activity, rather than educational",7,11/3/2009,135.6,Society,philosphical,RoyLatham
9928,The Death Penalty Should Be Used In Certain Cases,5,11/3/2009,135.56666666666666,Health,mongoose,mongeese
9929,Gay Marriage should be legal,-2,11/3/2009,135.6,Politics,abard124,TigerFB21
9930,The following sentence is True. The preceding sentence is False.,4,11/8/2009,135.4,Miscellaneous,Cody_Franklin,branden333
9931,Fascism is on the Rise in the United States,2,11/4/2009,135.56666666666666,Politics,mcc1789,Cody_Franklin
9932,Ubercharge > Kritzkreig,2,11/4/2009,135.6,Entertainment,Pogosama,KRFournier
9933,Flag Burning. Decision to Address This Issue upon the Majority view of people to support it.,0,11/4/2009,135.8,Politics,Danielle,1stLordofTheVenerability
9937,Religious references should be removed from national obligations.,1,11/4/2009,135.66666666666666,Politics,mrspenc2,Nails
9943,"The ""Kung fu Panda"" Characters were based on different styles of kung fu.",0,1/29/2010,132.8,Entertainment,Kohaku,BlueKnight
9948,Abortion!,1,11/6/2009,135.6,Society,Freeman,defrulz804
9949,The Cookie Monster is the bomb.,5,11/5/2009,135.53333333333333,Health,radioactivepotatoman,Charlie_Danger
9952,Resolved: Public high school students in the United States ought not be required to pass standard e,2,11/5/2009,135.56666666666666,Education,Demitri,LDdebaterCG
9955,pc is better than mac,1,11/5/2009,135.56666666666666,Technology,fouru,Chrysippus
9956,"Access to affordable health care is a right, not a privilege.",0,11/7/2009,135.43333333333334,Health,cahb,Puck
9958,Resolved: Failed Nations pose a greater threat to the US than stable nations,0,11/5/2009,135.76666666666668,Politics,neurologie,Strikeeagle84015
9960,Philosophy: Determinism Accurately Describes Reality,18,11/6/2009,135.46666666666667,Science,Danielle,GeoLaureate8
9963,US Policy toward the War on Drugs is ineffective,1,11/6/2009,135.6,Politics,Jessabel,xploze
9966,"Space exploration is, indeed, a waste of both time and money.",-9,11/6/2009,135.5,Science,TheRealDoctor,ArmedTortoise
9976,Abortion should be women's choice,0,11/6/2009,135.53333333333333,Society,bli4,wjmelements
9977,A Bill requiring all public school employees to submit to drug testing,0,11/6/2009,135.5,Education,The_Enigma,wjmelements
9978,voting should be compulsary,-1,11/7/2009,135.7,Politics,ArmedTortoise,Georgia
